title,tags,creation_date,username,up_votes,link,p_lang
"Pandas sum by groupby, but exclude certain columns",python pandas group-by aggregate,9/23/15 19:45,user308827,33,https://stackoverflow.com/questions/32751229/pandas-sum-by-groupby-but-exclude-certain-columns,python
On OS X El Capitan I can not upgrade a python package dependent on the six compatibility utilities NOR can I remove six,python macos sudo six,10/17/15 5:47,R.hui,33,https://stackoverflow.com/questions/33185147/on-os-x-el-capitan-i-can-not-upgrade-a-python-package-dependent-on-the-six-compa,python
What's the point of Django's collectstatic?,python django django-staticfiles static-files collectstatic,1/4/16 1:57,user5732453,33,https://stackoverflow.com/questions/34586114/whats-the-point-of-djangos-collectstatic,python
Python multiprocessing doesn't seem to use more than one core,python multiprocessing,4/22/15 11:40,ADJ,33,https://stackoverflow.com/questions/29802503/python-multiprocessing-doesnt-seem-to-use-more-than-one-core,python
Extracting text from a PDF file using Python,python pdf,1/17/16 6:16,Simplicity,33,https://stackoverflow.com/questions/34837707/extracting-text-from-a-pdf-file-using-python,python
"mean, nanmean and warning: Mean of empty slice",python numpy,4/16/15 20:22,Michael Currie,33,https://stackoverflow.com/questions/29688168/mean-nanmean-and-warning-mean-of-empty-slice,python
Did something about `namedtuple` change in 3.5.1?,python python-3.5 namedtuple,12/8/15 16:35,Nick Chammas,33,https://stackoverflow.com/questions/34166469/did-something-about-namedtuple-change-in-3-5-1,python
Finding gradient of a Caffe conv-filter with regards to input,python c++ neural-network deep-learning caffe,7/9/15 13:48,pir,33,https://stackoverflow.com/questions/31324739/finding-gradient-of-a-caffe-conv-filter-with-regards-to-input,python
Merge pandas dataframes where one value is between two others,python pandas join timespan date-range,6/3/15 14:33,itzy,33,https://stackoverflow.com/questions/30627968/merge-pandas-dataframes-where-one-value-is-between-two-others,python
"cx-freeze, runpy and multiprocessing - multiple paths to failure",python ubuntu multiprocessing python-3.4 cx-freeze,8/11/15 9:29,Berserker,33,https://stackoverflow.com/questions/31943174/cx-freeze-runpy-and-multiprocessing-multiple-paths-to-failure,python
"Django app works fine, but getting a TEMPLATE_* warning message",python django django-1.8,9/7/15 16:57,codingcoding,32,https://stackoverflow.com/questions/32445953/django-app-works-fine-but-getting-a-template-warning-message,python
Plotting categorical data with pandas and matplotlib,python pandas,6/24/15 10:37,Ivan,32,https://stackoverflow.com/questions/31029560/plotting-categorical-data-with-pandas-and-matplotlib,python
How to store and retrieve a dictionary with redis,python redis,8/28/15 13:18,PiccolMan,32,https://stackoverflow.com/questions/32276493/how-to-store-and-retrieve-a-dictionary-with-redis,python
How to rotate x-axis tick labels in Pandas barplot,python pandas matplotlib,8/27/15 4:11,neversaint,32,https://stackoverflow.com/questions/32244019/how-to-rotate-x-axis-tick-labels-in-pandas-barplot,python
"What does this notation do for lists in Python: ""someList[:]""?",python list slice notation shallow-copy,4/30/15 5:15,Petr S,32,https://stackoverflow.com/questions/29963686/what-does-this-notation-do-for-lists-in-python-somelist,python
Download and save PDF file with Python requests module,python python-2.7,12/28/15 21:00,Jim,32,https://stackoverflow.com/questions/34503412/download-and-save-pdf-file-with-python-requests-module,python
what is the difference between del a[:] and a = [] when I want to empty a list called a in python?,python,5/31/15 14:38,ebenezer popoola,32,https://stackoverflow.com/questions/30561194/what-is-the-difference-between-del-a-and-a-when-i-want-to-empty-a-list-c,python
how to split column of tuples in pandas dataframe?,python numpy pandas dataframe tuples,4/9/15 18:50,Donbeo,32,https://stackoverflow.com/questions/29550414/how-to-split-column-of-tuples-in-pandas-dataframe,python
Split string into list in jinja?,python jinja2,5/28/15 15:25,user3605780,32,https://stackoverflow.com/questions/30515456/split-string-into-list-in-jinja,python
Cannot apply DjangoModelPermissions on a view that does not have `.queryset` property or overrides the `.get_queryset()` method,python django django-rest-framework,7/10/15 4:16,Gaurav,32,https://stackoverflow.com/questions/31335736/cannot-apply-djangomodelpermissions-on-a-view-that-does-not-have-queryset-pro,python
How to set layer-wise learning rate in Tensorflow?,python deep-learning tensorflow,1/22/16 6:22,Tong Shen,32,https://stackoverflow.com/questions/34945554/how-to-set-layer-wise-learning-rate-in-tensorflow,python
How can I generate a list of consecutive numbers?,python list python-3.x,4/10/15 5:34,yezi3,32,https://stackoverflow.com/questions/29558007/how-can-i-generate-a-list-of-consecutive-numbers,python
"Pandas DataFrame: replace all values in a column, based on condition",python python-2.7 pandas dataframe,7/20/15 4:35,ichimok,32,https://stackoverflow.com/questions/31511997/pandas-dataframe-replace-all-values-in-a-column-based-on-condition,python
Print the complete string of a pandas dataframe,python string pandas,4/27/15 13:54,Yantraguru,32,https://stackoverflow.com/questions/29902714/print-the-complete-string-of-a-pandas-dataframe,python
"Can you create a Python list from a string, while keeping characters in specific keywords together?",python python-2.7,2/7/16 16:40,Dan Martino,32,https://stackoverflow.com/questions/35259465/can-you-create-a-python-list-from-a-string-while-keeping-characters-in-specific,python
Count number of non-NaN entries in every column of Dataframe,python pandas dataframe count nan,4/30/15 10:57,cryp,32,https://stackoverflow.com/questions/29971075/count-number-of-non-nan-entries-in-every-column-of-dataframe,python
"conda - How to install R packages that are not available in ""R-essentials""?",python r anaconda conda,1/10/16 8:25,Frank,32,https://stackoverflow.com/questions/34705917/conda-how-to-install-r-packages-that-are-not-available-in-r-essentials,python
How should I handle inclusive ranges in Python?,python range slice,4/12/15 19:55,user200783,32,https://stackoverflow.com/questions/29596045/how-should-i-handle-inclusive-ranges-in-python,python
PEP 0492 - Python 3.5 async keyword,python python-3.x asynchronous async-await coroutine,7/8/15 7:19,Paul Thompson,32,https://stackoverflow.com/questions/31291129/pep-0492-python-3-5-async-keyword,python
String with 'f' prefix in python-3.6,python scope string-formatting python-3.6 f-string,3/2/16 5:49,DevShark,32,https://stackoverflow.com/questions/35745050/string-with-f-prefix-in-python-3-6,python
Algorithm to group sets of points together that follow a direction,python image algorithm matlab image-processing,4/9/15 19:26,rayryeng,32,https://stackoverflow.com/questions/29550785/algorithm-to-group-sets-of-points-together-that-follow-a-direction,python
Set debugger breakpoint at end of a function without return,python debugging pycharm breakpoints python-3.4,4/29/15 4:47,Fermi paradox,32,https://stackoverflow.com/questions/29938684/set-debugger-breakpoint-at-end-of-a-function-without-return,python
Loading a file with more than one line of JSON into Python's Pandas,python json python-2.7 pandas,5/6/15 17:34,user62198,31,https://stackoverflow.com/questions/30088006/loading-a-file-with-more-than-one-line-of-json-into-pythons-pandas,python
What is the difference between pandas.qcut and pandas.cut?,python pandas,5/13/15 6:18,WillZ,31,https://stackoverflow.com/questions/30211923/what-is-the-difference-between-pandas-qcut-and-pandas-cut,python
FailedPreconditionError: Attempting to use uninitialized in Tensorflow,python pandas classification tensorflow,11/30/15 9:41,user3654387,31,https://stackoverflow.com/questions/34001922/failedpreconditionerror-attempting-to-use-uninitialized-in-tensorflow,python
Django 1.9 ImportError for import_module,python django django-1.9,9/24/15 8:38,Matt,31,https://stackoverflow.com/questions/32761566/django-1-9-importerror-for-import-module,python
Flask ImportError: No Module Named Flask,python flask,7/6/15 14:12,bclayman,31,https://stackoverflow.com/questions/31252791/flask-importerror-no-module-named-flask,python
Trailing slash triggers 404 in Flask path rule,python flask,10/20/15 11:44,aitchnyu,31,https://stackoverflow.com/questions/33241050/trailing-slash-triggers-404-in-flask-path-rule,python
Python pickle error: UnicodeDecodeError,python pickle textblob,10/5/15 16:53,90abyss,31,https://stackoverflow.com/questions/32957708/python-pickle-error-unicodedecodeerror,python
"SQLAlchemy: engine, connection and session difference",python session orm sqlalchemy psycopg2,12/16/15 16:29,ololobus,31,https://stackoverflow.com/questions/34322471/sqlalchemy-engine-connection-and-session-difference,python
Scapy installation fails due to invalid token,python terminal installation scapy,8/21/15 6:56,mikibest2,31,https://stackoverflow.com/questions/32138575/scapy-installation-fails-due-to-invalid-token,python
Which Model Field to use in Django to store longitude and latitude values?,python django geodjango,6/8/15 6:30,Prometheus,31,https://stackoverflow.com/questions/30706799/which-model-field-to-use-in-django-to-store-longitude-and-latitude-values,python
Using multiple Python engines (32Bit/64bit and 2.7/3.5),python python-3.x python-2.7 anaconda conda,11/14/15 9:22,rmf,31,https://stackoverflow.com/questions/33709391/using-multiple-python-engines-32bit-64bit-and-2-7-3-5,python
Type hints in namedtuple,python python-3.x python-3.5 type-hinting namedtuple,12/14/15 9:43,Pavel Hanpari,31,https://stackoverflow.com/questions/34269772/type-hints-in-namedtuple,python
Append to a list defined in a tuple - is it a bug?,python list tuples,4/20/15 7:56,idanshmu,31,https://stackoverflow.com/questions/29747224/append-to-a-list-defined-in-a-tuple-is-it-a-bug,python
How to tell which Keras model is better?,python machine-learning keras data-science,1/9/16 23:23,pr338,31,https://stackoverflow.com/questions/34702041/how-to-tell-which-keras-model-is-better,python
SKlearn import MLPClassifier fails,python scikit-learn neural-network,12/1/15 3:54,maniac,31,https://stackoverflow.com/questions/34016238/sklearn-import-mlpclassifier-fails,python
Can I move a virtualenv?,python python-3.x virtualenv virtualenv-commands,9/4/15 18:20,Nathan Basanese,31,https://stackoverflow.com/questions/32407365/can-i-move-a-virtualenv,python
"Installing iPython: ""ImportError cannot import name path""?",python ipython,8/27/15 10:27,Richard,31,https://stackoverflow.com/questions/32252122/installing-ipython-importerror-cannot-import-name-path,python
"In Python, is there an async equivalent to multiprocessing or concurrent.futures?",python asynchronous,10/5/15 14:56,static_rtti,31,https://stackoverflow.com/questions/32955846/in-python-is-there-an-async-equivalent-to-multiprocessing-or-concurrent-futures,python
Can you fool isatty AND log stdout and stderr separately?,python linux unix tty pty,12/9/15 13:12,J.J,31,https://stackoverflow.com/questions/34186035/can-you-fool-isatty-and-log-stdout-and-stderr-separately,python
"Celery difference between concurrency, workers and autoscaling",python concurrency celery,8/8/15 16:35,Joseph,31,https://stackoverflow.com/questions/31898311/celery-difference-between-concurrency-workers-and-autoscaling,python
Is `scipy.misc.comb` faster than an ad-hoc binomial computation?,python math scipy combinations combinatorics,11/1/15 19:14,alvas,31,https://stackoverflow.com/questions/33468821/is-scipy-misc-comb-faster-than-an-ad-hoc-binomial-computation,python
How to suppress the deprecation warnings in Django?,python django django-admin,4/10/15 8:56,Brutus,30,https://stackoverflow.com/questions/29562070/how-to-suppress-the-deprecation-warnings-in-django,python
Upgrade pip in Amazon Linux,python amazon-ec2 pip,12/5/15 4:03,zeck,30,https://stackoverflow.com/questions/34103119/upgrade-pip-in-amazon-linux,python
"Why is ""1.real"" a syntax error but ""1 .real"" valid in Python?",python,6/24/15 17:42,AlexLordThorsen,30,https://stackoverflow.com/questions/31037609/why-is-1-real-a-syntax-error-but-1-real-valid-in-python,python
How to add if condition in a TensorFlow graph?,python if-statement tensorflow,3/6/16 16:47,Yee Liu,30,https://stackoverflow.com/questions/35833011/how-to-add-if-condition-in-a-tensorflow-graph,python
Labels for clustermap in seaborn?,python matplotlib machine-learning artificial-intelligence seaborn,1/2/16 19:28,Bin,30,https://stackoverflow.com/questions/34572177/labels-for-clustermap-in-seaborn,python
How can I visualize the weights(variables) in cnn in Tensorflow?,python tensorflow,11/18/15 10:13,Wuchen,30,https://stackoverflow.com/questions/33783672/how-can-i-visualize-the-weightsvariables-in-cnn-in-tensorflow,python
